commentary,Player,Team
Substitution -  Leicester City. Vicente Iborra for Andy King.,,
"Second Half starts Bournemouth 0, Leicester City 0.",,
"First Half ended - Bournemouth 0, Leicester City 0.",,
Missed chance. Charlie Daniels  - Bournemouth -  shot with left foot from outside the box is high and wide to the left.,,
Corner -  Bournemouth. Conceded by Christian Fuchs.,,
Missed chance. Christian Fuchs  - Leicester City -  shot with left foot from outside the box missed after corner.,,
Corner -  Leicester City. Conceded by Charlie Daniels.,,
Missed chance. Marc Pugh  - Bournemouth -  shot with left foot from the centre of the box goes high.,,
Shot blocked. Jamie Vardy  - Leicester City -  shot with the head from the centre of the box is blocked. Assist -  Marc Albrighton with a cross.,,
Joshua King  - Bournemouth -  won a free kick in attack.,,
Fouled by Wilfred Ndidi  - Leicester City,,
Joshua King  - Bournemouth -  won a free kick on the right wing.,,
Fouled by Harry Maguire  - Leicester City,,
"Offside - Leicester City. Andy King with a pass, however Demarai Gray is in offside.",,
"Missed chance. Joshua King  - Bournemouth -  shot with left foot from the centre of the box is close, but missed. Assist -  Marc Pugh.",,
Corner -  Leicester City. Conceded by Simon Francis.,,
Marc Pugh  - Bournemouth -  receive yellow card for a foul.,,
Marc Albrighton  - Leicester City -  won a free kick in defence.,,
Fouled by Marc Pugh  - Bournemouth,,
Jermain Defoe  - Bournemouth -  won a free kick in attack.,,
Fouled by Harry Maguire  - Leicester City,,
Marc Albrighton  - Leicester City -  won a free kick in defence.,,
Fouled by Charlie Daniels  - Bournemouth,,
Fouled by Shinji Okazaki  - Leicester City,,
Adam Smith  - Bournemouth -  won a free kick in defence.,,
Wilfred Ndidi  - Leicester City -  won a free kick in defence.,,
Fouled by Lewis Cook  - Bournemouth,,
Marc Pugh  - Bournemouth -  won a free kick in defence.,,
Fouled by Wilfred Ndidi  - Leicester City,,
Joshua King  - Bournemouth -  won a free kick on the right wing.,,
Fouled by Harry Maguire  - Leicester City,,
Jamie Vardy  - Leicester City -  won a free kick in attack.,,
Fouled by Simon Francis  - Bournemouth,,
Missed chance. Junior Stanislas  - Bournemouth -  shot with left foot from outside the box is high and wide to the left. Assist -  Charlie Daniels.,,
Missed chance. Marc Pugh  - Bournemouth -  shot with right foot from outside the box missed to the left. Assist -  Jermain Defoe following a fast break.,,
Corner -  Bournemouth. Conceded by Danny Simpson.,,
Shot blocked. Marc Pugh  - Bournemouth -  shot with left foot inside of six yard box - left side is blocked.,,
Jermain Defoe  - Bournemouth -  hits the bar with a shot with right foot from the centre of the box. Assist -  Joshua King.,,
"Thats all. Game finished -  Arsenal 2, Brighton and Hove Albion 0.",,
"Second Half ended - Arsenal 2, Brighton and Hove Albion 0.",,
"Missed chance. Olivier Giroud  - Arsenal -  shot with the head from few metres is close, but missed to the left. Assist -  Alexis Sánchez.",,
Missed chance. Alexis Sánchez  - Arsenal -  shot with right foot from the left side of the box missed.,,
"Missed chance. Davy Pröpper  - Brighton and Hove Albion -  shot with right foot from outside the box is close, but missed. Assist -  Pascal Groß.",,
"Offside - Brighton and Hove Albion. Mat Ryan with a pass, however Glenn Murray is in offside.",,
"Offside - Arsenal. Rob Holding with a pass, however Theo Walcott is in offside.",,
Corner -  Brighton and Hove Albion. Conceded by Shkodran Mustafi.,,
Shot blocked. Shane Duffy  - Brighton and Hove Albion -  shot with the head from the centre of the box is blocked. Assist -  Ezequiel Schelotto with a cross.,,
Shot blocked. Shane Duffy  - Brighton and Hove Albion -  shot with the head from the right side of the box is blocked. Assist -  Pascal Groß.,,
Lewis Dunk  - Brighton and Hove Albion -  won a free kick in attack.,,
Fouled by Olivier Giroud  - Arsenal,,
"Missed chance. Glenn Murray  - Brighton and Hove Albion -  header inside of six yard box - left side is close, but missed to the left. Assist -  Pascal Groß with a cross.",,
Substitution -  Arsenal. Mohamed Elneny for Granit Xhaka.,,
Héctor Bellerín  - Arsenal -  won a free kick in defence.,,
Fouled by Glenn Murray  - Brighton and Hove Albion,,
Substitution -  Brighton and Hove Albion. Glenn Murray for Isaiah Brown.,,
Substitution -  Brighton and Hove Albion. Anthony Knockaert for José Izquierdo.,,
Missed chance. Alexis Sánchez  - Arsenal -  shot with right foot from outside the box goes high from a free kick.,,
Fouled by Lewis Dunk  - Brighton and Hove Albion,,
Alexis Sánchez  - Arsenal -  won a free kick in attack.,,
Corner -  Arsenal. Conceded by Isaiah Brown.,,
Corner -  Arsenal. Conceded by Gaëtan Bong.,,
Substitution -  Brighton and Hove Albion. Ezequiel Schelotto for Solly March.,,
Substitution -  Arsenal. Theo Walcott for Alex Iwobi.,,
Substitution -  Arsenal. Olivier Giroud for Alexandre Lacazette.,,
Shot blocked. Alexandre Lacazette  - Arsenal -  shot with left foot from the centre of the box is blocked. Assist -  Alexis Sánchez.,,
Missed chance. Alexis Sánchez  - Arsenal -  shot with right foot from outside the box missed to the left. Assist -  Alex Iwobi.,,
"Offside - Arsenal. Granit Xhaka with a pass, however Alexandre Lacazette is in offside.",,
Lewis Dunk  - Brighton and Hove Albion -  won a free kick in defence.,,
Fouled by Alexandre Lacazette  - Arsenal,,
New attacking attempt. Alexis Sánchez  - Arsenal -  shot with right foot from the left side of the box is saved by goalkeeper in the centre of the goal. Assist -  Nacho Monreal.,,
Shot blocked. Sead Kolasinac  - Arsenal -  shot with the head from the centre of the box is blocked. Assist -  Granit Xhaka with a cross.,,
Corner -  Arsenal. Conceded by Lewis Dunk.,,
Shot blocked. Alexis Sánchez  - Arsenal -  shot with right foot from the left side of the box is blocked. Assist -  Sead Kolasinac.,,
Shane Duffy  - Brighton and Hove Albion -  won a free kick in defence.,,
Fouled by Alexandre Lacazette  - Arsenal,,
Shot blocked. Alexis Sánchez  - Arsenal -  shot with right foot from outside the box is blocked. Assist -  Shkodran Mustafi.,,
"Goal!  Arsenal 2, Brighton and Hove Albion 0. Alex Iwobi  - Arsenal -  shot with right foot from the centre of the box to the top left corner. Assist -  Alexis Sánchez with a through ball.",,
New attacking attempt. Lewis Dunk  - Brighton and Hove Albion -  shot with right foot from outside the box is saved in the left corner.,,
Missed chance. Aaron Ramsey  - Arsenal -  shot with right foot from outside the box is high and wide to the left. Assist -  Alexis Sánchez after corner.,,
Corner -  Arsenal. Conceded by Bruno.,,
Pascal Groß  - Brighton and Hove Albion -  won a free kick in defence.,,
Fouled by Alexis Sánchez  - Arsenal,,
Shot blocked. Alexandre Lacazette  - Arsenal -  shot with right foot from the centre of the box is blocked. Assist -  Alexis Sánchez.,,
"Second Half starts Arsenal 1, Brighton and Hove Albion 0.",,
"First Half ended - Arsenal 1, Brighton and Hove Albion 0.",,
Missed chance. Davy Pröpper  - Brighton and Hove Albion -  shot with right foot from the left side of the box is high and wide to the right. Assist -  José Izquierdo.,,
Missed chance. Granit Xhaka  - Arsenal -  shot with left foot from outside the box missed to the left. Assist -  Rob Holding.,,
New attacking attempt. Aaron Ramsey  - Arsenal -  shot with left foot from the centre of the box is saved in the left corner. Assist -  Sead Kolasinac.,,
Corner -  Brighton and Hove Albion. Conceded by Granit Xhaka.,,
Shane Duffy  - Brighton and Hove Albion -  receive yellow card for a foul.,,
Fouled by Shane Duffy  - Brighton and Hove Albion,,
Alexis Sánchez  - Arsenal -  won a free kick in attack.,,
Shot blocked. José Izquierdo  - Brighton and Hove Albion -  shot with right foot from outside the box is blocked.,,
"Offside - Brighton and Hove Albion. Gaëtan Bong with a pass, however Isaiah Brown is in offside.",,
New attacking attempt. Alexandre Lacazette  - Arsenal -  shot with left foot from outside the box is saved in the left corner.,,
Corner -  Arsenal. Conceded by Shane Duffy.,,
Shot blocked. Granit Xhaka  - Arsenal -  shot with left foot from outside the box is blocked.,,
Fouled by Lewis Dunk  - Brighton and Hove Albion,,
Alexandre Lacazette  - Arsenal -  won a free kick in attack.,,
Missed chance. José Izquierdo  - Brighton and Hove Albion -  shot with right foot from outside the box missed. Assist -  Davy Pröpper.,,
New attacking attempt. Alex Iwobi  - Arsenal -  shot with right foot from the right side of the box is saved by goalkeeper in the centre of the goal. Assist -  Sead Kolasinac.,,
Corner -  Brighton and Hove Albion. Conceded by Petr Cech.,,
Corner -  Brighton and Hove Albion. Conceded by Nacho Monreal.,,
"Offside - Brighton and Hove Albion. Solly March with a pass, however Shane Duffy is in offside.",,
Solly March  - Brighton and Hove Albion -  hits the right post with a shot with left foot from outside the box. Assist -  Dale Stephens .,,
Fouled by Sead Kolasinac  - Arsenal,,
Davy Pröpper  - Brighton and Hove Albion -  won a free kick in attack.,,
Petr Cech  - Arsenal -  won a free kick in defence.,,
Dangerous play by Lewis Dunk  - Brighton and Hove Albion,,
Corner -  Brighton and Hove Albion. Conceded by Shkodran Mustafi.,,
Corner -  Arsenal. Conceded by Shane Duffy.,,
Pascal Groß  - Brighton and Hove Albion -  receive yellow card.,,
"Goal!  Arsenal 1, Brighton and Hove Albion 0. Nacho Monreal  - Arsenal -  shot with right foot from the centre of the box to the left corner .",,
Shot blocked. Héctor Bellerín  - Arsenal -  shot with right foot from outside the box is blocked.,,
Shot blocked. Shkodran Mustafi  - Arsenal -  shot with left foot from the centre of the box is blocked. Assist -  Alexandre Lacazette with a head.,,
Fouled by José Izquierdo  - Brighton and Hove Albion,,
Alexandre Lacazette  - Arsenal -  won a free kick on the right wing.,,
Fouled by Granit Xhaka  - Arsenal,,
Davy Pröpper  - Brighton and Hove Albion -  won a free kick in defence.,,
New attacking attempt. Alex Iwobi  - Arsenal -  shot with right foot from the left side of the box is saved in the right corner. Assist -  Alexis Sánchez.,,
Fouled by Isaiah Brown  - Brighton and Hove Albion,,
Aaron Ramsey  - Arsenal -  won a free kick in defence.,,
New attacking attempt. Alexis Sánchez  - Arsenal -  shot with right foot from outside the box is saved in the left corner. Assist -  Nacho Monreal.,,
Shot blocked. Granit Xhaka  - Arsenal -  shot with left foot from outside the box is blocked. Assist -  Rob Holding.,,
Isaiah Brown  - Brighton and Hove Albion -  won a free kick on the left wing.,,
Fouled by Shkodran Mustafi  - Arsenal,,
Fouled by Davy Pröpper  - Brighton and Hove Albion,,
Alexis Sánchez  - Arsenal -  won a free kick on the left wing.,,
Missed chance. Alexis Sánchez  - Arsenal -  shot with right foot from the centre of the box goes high.,,
Alexandre Lacazette  - Arsenal -  hits the right post with a shot with right foot from outside the box. Assist -  Alex Iwobi.,,
"Second Half ended - Chelsea 0, Manchester City 1.",,
Substitution -  Manchester City. Danilo for Kevin De Bruyne.,,
Ilkay Gündogan  - Manchester City -  won a free kick in defence.,,
Fouled by N'Golo Kanté  - Chelsea,,
Corner -  Chelsea. Conceded by Kyle Walker.,,
"Offside - Chelsea. Andreas Christensen with a pass, however Pedro is in offside.",,
"Missed chance. Andreas Christensen  - Chelsea -  shot with the head from the centre of the box is close, but misses the top left corner. Assist -  Cesc Fàbregas with a cross .",,
Nicolás Otamendi  - Manchester City -  receive yellow card for a foul.,,
Willian  - Chelsea -  won a free kick on the right wing.,,
Fouled by Nicolás Otamendi  - Manchester City,,
New attacking attempt. John Stones  - Manchester City -  shot with the head from the centre of the box is saved in the right corner. Assist -  Kevin De Bruyne with a cross.,,
Corner -  Manchester City. Conceded by Marcos Alonso.,,
Corner -  Manchester City. Conceded by Antonio Rüdiger.,,
Shot blocked. Gabriel Jesus  - Manchester City -  shot with right foot from the left side of the box is blocked. Assist -  Raheem Sterling.,,
Substitution -  Manchester City. Ilkay Gündogan for Leroy Sané.,,
Fouled by Leroy Sané  - Manchester City,,
Antonio Rüdiger  - Chelsea -  won a free kick in defence.,,
Shot blocked. Raheem Sterling  - Manchester City -  shot with left foot from the right side of the box is blocked. Assist -  Bernardo Silva.,,
Gary Cahill  - Chelsea -  won a free kick in defence.,,
Fouled by Gabriel Jesus  - Manchester City,,
Substitution -  Manchester City. Bernardo Silva for David Silva.,,
Corner -  Chelsea. Conceded by Nicolás Otamendi.,,
Substitution -  Chelsea. Michy Batshuayi for Tiemoué Bakayoko.,,
Substitution -  Chelsea. Pedro for Eden Hazard.,,
Fouled by Gabriel Jesus  - Manchester City,,
Eden Hazard  - Chelsea -  won a free kick in defence.,,
"Goal!  Chelsea 0, Manchester City 1. Kevin De Bruyne  - Manchester City -  shot with left foot from outside the box to the right corner. Assist -  Gabriel Jesus.",,
Shot blocked. David Silva  - Manchester City -  shot with right foot from the centre of the box is blocked. Assist -  Raheem Sterling.,,
"Offside - Chelsea. Thibaut Courtois with a pass, however Eden Hazard is in offside.",,
Fouled by Raheem Sterling  - Manchester City,,
César Azpilicueta  - Chelsea -  won a free kick in defence.,,
"Offside - Chelsea. N'Golo Kanté with a pass, however Eden Hazard is in offside.",,
New attacking attempt. Eden Hazard  - Chelsea -  shot with left foot from the left side of the box is saved by goalkeeper in the centre of the goal. Assist -  Cesc Fàbregas.,,
Fernandinho  - Manchester City -  receive yellow card.,,
Fouled by Fernandinho  - Manchester City,,
Eden Hazard  - Chelsea -  won a free kick in attack.,,
